"Forecast_Step","Window_Size","Time_Sec","Peak_RAM_MB"
1,200,0.876568078994751,58555610
2,201,0.487509965896606,60231951
3,202,0.506165981292725,60382168
4,203,0.471308946609497,60287573
5,204,0.482213973999023,60224857
6,205,0.479373216629028,60507618
7,206,0.475391864776611,60350211
8,207,0.477358102798462,60313116
9,208,0.477967977523804,60359432
10,209,0.50900411605835,60472909
11,210,0.479658842086792,60729130
12,211,0.576860904693604,60751194
13,212,0.47538685798645,61023410
14,213,0.475207090377808,60721478
15,214,0.485336065292358,61133151
16,215,0.484025955200195,60455213
17,216,0.473209857940674,60365536
18,217,0.483427047729492,60675549
19,218,0.485822916030884,60687771
20,219,0.491909980773926,60886424
21,220,0.492683887481689,61049111
22,221,0.485679864883423,60866008
23,222,0.48688817024231,60860861
24,223,0.504770994186401,60821850
25,224,0.530010938644409,61064112
26,225,0.499275207519531,60988346
27,226,0.488404035568237,61095353
28,227,0.489314079284668,61115938
29,228,0.494311094284058,61020737
30,229,0.495203018188477,61132687
31,230,0.489495038986206,61162385
32,231,0.493490934371948,61156078
33,232,0.531781911849976,61315756
34,233,0.508216142654419,61372714
35,234,0.515568017959595,61361221
36,235,0.493215084075928,61465436
37,236,0.506616830825806,61631579
38,237,0.502640962600708,61638914
39,238,0.492307901382446,61562277
40,239,0.521108150482178,61772196
41,240,0.535513877868652,61763485
42,241,0.504208087921143,61835178
43,242,0.514847993850708,61771424
44,243,0.508628845214844,61986702
45,244,0.518893003463745,61918638
46,245,0.512471199035645,61939571
47,246,0.550539016723633,61969770
48,247,0.516072034835815,62039218
49,248,0.513385057449341,62104513
50,249,0.512143135070801,62258566
51,250,0.5157790184021,62259221
52,251,0.532282114028931,62319747
53,252,0.535912990570068,62376626
54,253,0.622853994369507,62505106
55,254,0.523032903671265,62485364
56,255,0.515475988388062,62488402
57,256,0.51829981803894,62634996
58,257,0.518515110015869,62745351
59,258,0.518385171890259,62744411
60,259,0.535796880722046,62854660
61,260,0.52472996711731,62902863
62,261,0.523938179016113,63097018
63,262,0.528550148010254,63171629
64,263,0.521958112716675,63295859
65,264,0.525430917739868,63213695
66,265,0.52392315864563,63257710
67,266,0.527305841445923,63510946
68,267,0.539357900619507,63477822
