"Forecast_Step","Window_Size","Time_Sec","Peak_RAM_MB"
1,300,0.575013160705566,65397256
2,301,0.642624139785767,65718199
3,302,0.575299978256226,65355327
4,303,0.619277000427246,65407143
5,304,0.623532056808472,65659222
6,305,0.600583076477051,65677959
7,306,0.606385946273804,65722385
8,307,0.605185985565186,65901549
9,308,0.603359937667847,66088191
10,309,0.597507953643799,65967735
11,310,0.609862089157104,66056903
12,311,0.598800897598267,66029863
13,312,0.595667123794556,66288245
14,313,0.599613904953003,66260572
15,314,0.59892201423645,66330472
16,315,0.631417989730835,66853254
17,316,0.603147029876709,66613679
18,317,0.612848997116089,66525033
19,318,0.601766109466553,66676411
20,319,0.603595972061157,66556263
21,320,0.650669813156128,66768032
22,321,0.61011004447937,67079849
23,322,0.618030786514282,67270007
24,323,0.615615129470825,67197268
25,324,0.621021032333374,67207705
26,325,0.615679979324341,67686644
27,326,0.612519979476929,67529054
28,327,0.61463189125061,67571014
29,328,0.608734846115112,67372119
30,329,0.616889953613281,67855763
31,330,0.618227005004883,67622285
32,331,0.736976146697998,68012143
33,332,0.61755895614624,67826424
34,333,0.622496128082275,67975177
35,334,0.620971918106079,68157659
36,335,0.618478059768677,68042574
37,336,0.571220874786377,68116270
38,337,0.574273824691772,68222285
39,338,0.573225021362305,68268650
40,339,0.573405027389526,68229894
41,340,0.573702096939087,68465390
42,341,0.574843168258667,68398989
43,342,0.624397039413452,68539062
44,343,0.626036167144775,68493065
45,344,0.628471851348877,68804696
46,345,0.613690137863159,68725397
47,346,0.583726167678833,68698137
48,347,0.589453935623169,68734761
49,348,0.635588884353638,68791971
50,349,0.627517938613892,68921923
51,350,0.627379894256592,68790210
52,351,0.644109010696411,68786791
53,352,0.993005037307739,68687276
54,353,0.635309934616089,69192238
55,354,0.667874813079834,69288725
56,355,0.632889986038208,69274315
57,356,0.638010025024414,70156842
58,357,0.736950159072876,69401429
59,358,0.591270208358765,69175499
60,359,0.589755058288574,69407860
61,360,0.580345153808594,69419890
62,361,0.578778028488159,69642914
63,362,0.578161001205444,69574834
64,363,0.584139823913574,69679332
65,364,0.579560041427612,69835357
66,365,0.579433917999268,69708224
67,366,0.579813957214355,69895128
68,367,0.579613208770752,69777411
69,368,0.577695846557617,69834269
70,369,0.580415964126587,69943602
71,370,0.584192991256714,70309917
72,371,0.589673042297363,70094748
73,372,0.590534210205078,70160334
74,373,0.709428071975708,69931782
75,374,0.590805053710938,70263945
76,375,0.592578887939453,70116833
77,376,0.588849067687988,70073575
78,377,0.583884954452515,70212370
79,378,0.580295085906982,70162184
80,379,0.601516008377075,70231587
81,380,0.586651086807251,70627718
82,381,0.582864046096802,70138608
83,382,0.588366031646729,70430654
84,383,0.586583852767944,70409570
85,384,0.581387042999268,70321028
86,385,0.583868026733398,70243828
87,386,0.586383104324341,70548420
88,387,0.600204944610596,70699718
89,388,0.58718991279602,70477589
90,389,0.596243143081665,70385363
91,390,0.596103191375732,70736518
92,391,0.600529909133911,71011011
93,392,0.597823143005371,70888134
94,393,0.59272289276123,71012567
95,394,0.59152102470398,71062919
96,395,0.594447135925293,71376266
97,396,0.595322847366333,71490053
98,397,0.597240924835205,71629552
99,398,0.594416856765747,71667720
100,399,0.595288038253784,71706345
101,400,0.597332954406738,72359783
102,401,0.606633901596069,71853060
103,402,0.604181051254272,71927065
104,403,0.607588052749634,72101844
105,404,0.603591918945312,72004127
106,405,0.606054067611694,72013832
107,406,0.604696989059448,72058538
108,407,0.607441902160645,72194025
109,408,0.603401184082031,71941518
110,409,0.607692003250122,72127882
111,410,0.608482122421265,72413726
112,411,0.609616041183472,72346102
113,412,0.612709999084473,72804199
114,413,0.601199865341187,72546795
115,414,0.598534107208252,72323526
116,415,0.709469079971313,72681322
117,416,0.59712290763855,72214535
118,417,0.605553865432739,72560118
119,418,0.606453895568848,72690473
120,419,0.606590986251831,72635106
121,420,0.603371143341064,72465149
122,421,0.613864898681641,73533318
123,422,0.608021974563599,72904801
124,423,0.611738920211792,73155421
125,424,0.609983921051025,73120124
126,425,0.727933883666992,73318449
127,426,0.618307828903198,73822887
128,427,0.638965845108032,73881121
129,428,0.623404026031494,73594690
130,429,0.634178161621094,73421191
131,430,0.616285800933838,73371147
132,431,0.619971036911011,73661327
133,432,0.617468118667603,73403757
134,433,0.620419979095459,73671667
135,434,0.616589069366455,73578670
136,435,0.618901014328003,73628731
137,436,0.613702058792114,73101181
138,437,0.618480920791626,73264917
139,438,0.616621017456055,73551225
140,439,0.618590116500854,73654351
141,440,0.617373943328857,73658041
142,441,0.619921922683716,73866105
143,442,0.62088418006897,74056814
144,443,0.648693084716797,73819463
145,444,0.624365091323853,74139920
146,445,0.617675065994263,73517759
147,446,0.615848064422607,73596386
148,447,0.616887092590332,73572203
149,448,0.615376949310303,73508861
150,449,0.618299961090088,73754564
151,450,0.617871999740601,73789190
152,451,0.620651006698608,73930859
153,452,0.617142200469971,73794592
154,453,0.616760015487671,74120747
155,454,0.61155104637146,74241552
156,455,0.615488052368164,74341144
157,456,0.612092018127441,74167397
158,457,0.723917961120605,74612519
159,458,0.615610837936401,74380782
160,459,2.18030309677124,74189773
161,460,0.792876958847046,74144260
162,461,0.709481000900269,74534225
163,462,0.767851829528809,74700479
164,463,0.682014226913452,74696350
165,464,0.628355026245117,75047638
166,465,0.632156133651733,75301237
167,466,0.639588832855225,75490893
168,467,0.629290103912354,75524412
169,468,0.624918937683105,75456996
170,469,0.622680902481079,75202010
171,470,0.61910605430603,75037945
172,471,0.632956027984619,74861517
173,472,0.625530958175659,75120007
174,473,0.621113061904907,75091837
175,474,0.620560884475708,75142822
176,475,0.708720922470093,75414410
177,476,0.79521107673645,75344810
178,477,0.639958143234253,75805786
179,478,0.623160123825073,75381546
180,479,0.628954172134399,75572224
181,480,0.62676215171814,75440164
182,481,0.63336992263794,75789578
183,482,0.626006841659546,75764349
184,483,0.628046035766602,75324049
185,484,0.631362199783325,75891414
186,485,0.635464191436768,75440997
187,486,0.622476100921631,75682941
188,487,0.63242506980896,75996363
189,488,0.621464967727661,75783961
190,489,0.626256942749023,75797989
191,490,0.620464086532593,75863225
192,491,0.63414192199707,76088619
193,492,0.633860111236572,76535432
194,493,0.77689003944397,76317070
195,494,0.661117076873779,76960111
196,495,0.675524950027466,77073056
197,496,0.636361122131348,76510734
198,497,0.638725996017456,76963799
199,498,0.639643907546997,77221617
200,499,0.738956928253174,77172553
201,500,0.634181022644043,77177426
202,501,0.657338857650757,77411921
203,502,0.653881072998047,77411927
