"Forecast_Step","Window_Size","Time_Sec","Peak_RAM_MB"
1,400,0.802370071411133,72424491
2,401,0.616963863372803,71945534
3,402,0.62195897102356,72019534
4,403,0.613928079605103,72194814
5,404,0.620543003082275,72096167
6,405,0.609953880310059,72105864
7,406,0.606947898864746,72150892
8,407,0.609560966491699,72286073
9,408,0.596216917037964,72033974
10,409,0.597828149795532,72220237
11,410,0.600492000579834,72505974
12,411,0.599735975265503,72438482
13,412,0.611557960510254,72896524
14,413,0.600351095199585,72638814
15,414,0.598401069641113,72415719
16,415,0.602396965026855,72773937
17,416,0.598315000534058,72306763
18,417,0.60237193107605,72652902
19,418,0.613767147064209,72782807
20,419,0.611779928207397,72727389
21,420,0.603307962417603,72557657
22,421,0.617965936660767,73540964
23,422,0.607051849365234,72997028
24,423,0.620338201522827,73247793
25,424,0.610626935958862,73212874
26,425,0.620096921920776,73410589
27,426,0.621230125427246,73779819
28,427,0.623409032821655,73866231
29,428,0.619508028030396,73687198
30,429,0.618412017822266,73513546
31,430,0.614997148513794,73463927
32,431,0.627644062042236,73754131
33,432,0.721719980239868,73495873
34,433,0.618263006210327,73764069
35,434,0.61929202079773,73670935
36,435,0.607257127761841,73720825
37,436,0.603305101394653,73193587
38,437,0.617609024047852,73356932
39,438,0.608720064163208,73643507
40,439,0.609328985214233,73746672
41,440,0.615980863571167,73750269
42,441,0.619673013687134,73958284
43,442,0.61011815071106,74148767
44,443,0.633609771728516,73911901
45,444,0.61981987953186,74232306
46,445,0.615018844604492,73610371
47,446,0.623763084411621,73688951
48,447,0.615362167358398,73664594
49,448,0.612910032272339,73601304
50,449,0.619552850723267,73846972
51,450,0.61598801612854,73881572
52,451,0.622706174850464,74023315
53,452,0.608592987060547,73887230
54,453,0.610641002655029,74213040
55,454,0.618451833724976,74334347
56,455,0.62834906578064,74433446
57,456,0.619585990905762,74259616
58,457,0.62280011177063,74704989
59,458,0.668055057525635,74472839
60,459,0.621718168258667,74282052
61,460,0.62889814376831,74236506
62,461,0.62320613861084,74626354
63,462,0.612951993942261,74793237
64,463,0.613432168960571,74788814
65,464,0.625634908676147,75139925
66,465,0.628444910049438,75393120
67,466,0.619769096374512,75583138
68,467,0.622380018234253,75616526
69,468,0.617825984954834,75549046
70,469,0.615801095962524,75294479
71,470,0.6232590675354,75130238
72,471,0.622702836990356,74953704
73,472,0.618905067443848,75212220
74,473,0.625162124633789,75184066
75,474,0.724918127059937,75235147
76,475,0.635010957717896,75506803
77,476,0.617079019546509,75437328
78,477,0.622735977172852,75898124
79,478,0.626689910888672,75473847
80,479,0.631405830383301,75664655
81,480,0.618453979492188,75532463
82,481,0.623019933700562,75882041
83,482,0.630221128463745,75856629
84,483,0.627501010894775,75416443
85,484,0.630402088165283,75983856
86,485,0.628711938858032,75533262
87,486,0.671746969223022,75775054
88,487,0.625112056732178,76088809
89,488,0.639293909072876,75876367
90,489,0.629731178283691,75890937
91,490,0.629509925842285,75955906
92,491,0.632319927215576,76180748
93,492,0.633070945739746,76627720
94,493,0.63405704498291,76409395
95,494,0.629463911056519,77051954
96,495,0.647353887557983,77164965
97,496,0.625329971313477,76603142
98,497,0.629212141036987,77056150
99,498,0.641817092895508,77313801
100,499,0.64566707611084,77264630
101,500,0.632631063461304,77269772
102,501,0.653035163879395,77411640
103,502,0.655462026596069,77412666
